game_id,team1_id,team2_id,team1_won,kill_diff,dragon_diff,rift_herald_diff,tower_diff,grub_diff,first_blood,first_dragon,first_herald,first_tower
88,39,40,0,1,0,0,1,0,team1,none,none,team1
89,5,39,0,3,0,0,0,0,team1,none,none,team1
90,5,40,1,5,0,0,-1,0,team2,none,none,team2
91,37,38,1,-3,0,0,0,0,team2,none,none,team1
92,37,41,1,0,0,0,2,0,team1,none,none,team1
93,38,41,0,-5,0,0,-3,0,team1,none,none,team2
94,33,34,0,-3,0,0,0,0,team1,none,none,none
95,34,35,0,2,0,0,0,0,team2,none,none,team1
96,33,35,1,-2,0,0,1,0,team1,none,none,none
97,7,8,0,-2,0,0,-1,0,team2,none,none,team2
98,8,36,0,-2,0,-1,-1,0,team2,none,team2,none
99,7,36,1,3,0,0,1,0,team2,none,none,team2
100,37,38,1,1,0,0,1,0,team2,none,none,team2
101,37,41,1,0,0,0,0,0,team2,none,none,team1
102,38,41,1,1,0,0,1,0,team1,none,none,team1
103,39,40,0,3,0,0,1,0,team1,none,none,none
104,5,39,1,3,0,0,0,0,team1,none,none,team2
105,5,40,0,-3,0,0,-1,0,team2,none,none,team2
106,5,37,1,1,0,0,4,0,team1,none,none,team1
107,5,37,0,-3,0,0,-2,0,team1,none,none,none
108,5,37,0,-3,0,0,-3,0,team1,none,none,none
109,33,38,1,3,0,0,2,0,team1,none,none,team1
110,33,38,1,2,0,0,1,0,team2,none,none,team1
111,33,38,1,7,0,0,4,0,team1,none,none,team1
112,36,40,0,0,0,0,-4,0,team1,none,none,team2
113,36,40,1,4,0,0,4,0,team1,none,none,team1
114,36,40,0,3,0,0,-1,0,team1,none,none,team2
115,7,34,0,11,0,0,1,0,team1,none,none,team2
116,7,34,1,5,0,0,1,0,team2,none,none,team1
117,7,34,1,5,0,0,3,0,team1,none,none,team1
118,5,37,0,-7,0,0,-5,0,team2,none,none,team2
119,36,40,0,-2,0,0,-1,0,team2,none,none,team2
120,7,34,0,-5,0,0,-4,0,team2,none,none,team2
121,7,34,1,4,0,0,-1,0,team2,none,none,team2
122,6,42,0,-5,0,0,-1,0,team2,none,none,team2
123,44,45,1,0,0,0,-2,0,team2,none,none,team2
124,47,48,0,1,0,0,1,0,team1,none,none,team1
125,42,43,1,-1,0,0,1,0,team2,none,none,team2
126,44,46,1,-2,0,0,-2,0,team2,none,none,none
127,50,51,1,0,0,0,2,0,team1,none,none,team1
128,45,46,0,2,0,0,0,0,team2,none,none,team2
129,48,49,0,-3,0,0,-1,0,team1,none,none,team2
130,50,52,1,4,0,-1,2,0,team1,none,team2,team1
131,6,43,0,-1,0,0,1,0,team2,none,none,team1
132,47,49,1,13,0,0,6,0,team1,none,none,team1
133,51,52,1,1,0,0,-1,0,none,none,none,none
134,47,49,1,1,0,0,0,0,team1,none,none,team1
135,7,48,1,2,0,0,2,0,team1,none,none,team1
136,7,47,1,4,0,0,0,0,team1,none,none,team1
137,7,49,1,-6,0,0,-2,0,team2,none,none,team2
138,51,52,1,10,0,0,5,0,team1,none,none,team1
139,40,50,0,-3,0,0,0,0,team1,none,none,team1
140,40,51,0,1,0,0,1,0,team1,none,none,team1
141,40,52,0,-3,0,0,-2,0,team1,none,none,team2
142,50,51,0,-6,0,0,-1,0,team2,none,none,none
143,42,43,1,1,0,0,0,0,team2,none,none,none
144,6,33,1,-2,0,1,2,0,team1,none,team1,none
145,6,42,1,8,0,0,3,0,team2,none,none,team1
146,33,43,0,3,0,0,0,0,team1,none,none,team2
147,33,42,0,-4,0,0,-2,0,team2,none,none,team2
148,6,43,1,4,0,0,2,0,team1,none,none,team2
149,44,45,1,2,0,0,3,0,team2,none,none,team1
150,45,46,0,0,0,0,0,0,team1,none,none,team2
151,37,44,1,3,0,0,1,0,team2,none,none,team1
152,37,45,1,4,0,0,1,0,team1,none,none,team1
153,44,46,1,8,0,0,1,0,team1,none,none,none
154,48,49,1,2,0,0,2,0,team2,none,none,team1
155,33,43,0,-2,0,0,0,0,team1,none,none,team2
156,37,46,0,1,0,0,0,0,team2,none,none,team1
157,7,49,1,4,0,0,-1,0,team1,none,none,none
158,6,33,1,-3,0,0,-3,0,team1,none,none,team2
159,37,45,1,0,0,0,0,0,team2,none,none,team2
160,40,52,0,-1,0,-1,-2,0,team2,none,team2,team2
161,37,44,1,6,0,0,1,0,team1,none,none,team2
162,7,47,0,2,0,0,0,0,team2,none,none,team1
163,40,51,0,1,0,0,2,0,team1,none,none,team1
164,33,42,0,-10,0,0,-2,0,team2,none,none,none
165,7,48,0,-3,0,0,1,0,team2,none,none,team1
166,40,50,0,5,0,0,0,0,team2,none,none,team2
167,34,35,1,7,0,0,2,0,team1,none,none,team1
168,33,34,1,10,0,0,2,0,team1,none,none,team1
169,38,41,1,2,0,0,3,0,team1,none,none,team1
170,44,51,1,3,0,0,0,0,team2,none,none,none
171,44,51,1,-3,0,0,-3,0,team2,none,none,none
172,44,51,0,-1,0,0,-2,0,team2,none,none,team2
173,44,51,1,5,0,0,0,0,team1,none,none,team1
174,6,47,0,-4,0,0,-3,0,team1,none,none,team2
175,6,47,0,-8,0,0,-3,0,team1,none,none,team2
176,6,47,1,6,0,0,3,0,team2,none,none,none
177,6,47,0,-4,0,0,-2,0,team2,none,none,team2
178,7,42,0,1,0,0,-2,0,team2,none,none,team2
179,7,42,0,-4,0,0,-1,0,team2,none,none,team2
180,7,42,1,0,0,0,2,0,team2,none,none,team2
181,7,42,0,0,0,0,1,0,team2,none,none,none
182,37,50,0,-1,0,0,-2,0,team2,none,none,none
183,37,50,1,1,0,1,0,0,team2,none,team1,none
184,37,50,0,-6,0,0,-1,0,team2,none,none,team1
185,37,50,0,-3,0,0,-2,0,team2,none,none,team2
186,44,47,0,-2,0,0,-1,0,team1,none,none,team1
187,44,47,1,-7,0,0,-2,0,team2,none,none,team2
188,44,47,0,-3,0,0,2,0,team2,none,none,none
189,44,47,0,-6,0,0,-2,0,team2,none,none,team2
190,42,50,0,1,0,0,0,0,team2,none,none,team1
191,42,50,1,3,0,0,-1,0,team2,none,none,none
192,42,50,0,-1,0,0,1,0,team1,none,none,team1
193,42,50,0,4,0,0,1,0,team2,none,none,team1
194,47,50,1,2,0,-1,0,0,team1,none,team2,team2
195,47,50,1,7,0,0,1,0,team1,none,none,team1
196,47,50,1,-1,0,0,2,0,team2,none,none,team1
197,7,47,0,-1,0,0,1,0,team1,none,none,team2
198,50,51,0,-11,0,0,-1,0,team2,none,none,team2
199,3,53,0,-5,0,-1,1,0,team2,none,team2,team2
200,47,55,1,4,0,0,3,0,team1,none,team2,team1
201,3,58,0,-8,0,-2,-4,0,team2,none,team2,team2
202,53,55,0,0,0,0,0,0,team2,none,team2,team1
203,47,58,0,-7,0,0,0,0,team2,none,team1,team1
204,3,55,0,-12,0,-2,-4,0,team2,none,team2,team2
205,53,58,0,3,0,0,1,0,team1,none,team1,team1
206,3,47,1,1,0,0,0,0,team1,none,team2,none
207,55,58,1,7,0,0,1,0,team1,none,team2,team2
208,47,53,1,-6,0,2,1,0,team1,none,team1,team1
209,59,60,1,0,0,0,0,0,team1,none,team1,team2
210,61,62,0,0,0,2,0,0,team2,none,team1,team1
211,60,66,0,-3,0,-2,-1,0,team2,none,team2,team2
212,59,61,1,2,0,0,0,0,team2,none,team2,team1
213,62,66,1,14,0,2,4,0,team1,none,team1,team1
214,60,61,0,-2,0,-2,-3,0,team2,none,team2,team2
215,59,66,0,-1,0,0,-1,0,team1,none,team1,none
216,60,62,0,-8,0,-2,-4,0,team2,none,team2,team2
217,61,66,1,6,0,0,1,0,team2,none,team2,none
218,59,62,1,-4,0,0,-2,0,team1,none,team1,team1
219,10,54,0,-4,0,-2,-1,0,team2,none,team2,team2
220,43,56,0,2,0,0,1,0,team1,none,team1,team2
221,10,57,0,-2,0,0,-2,0,team2,none,team2,team2
222,54,56,1,0,0,2,3,0,team1,none,team1,team1
223,43,57,0,1,0,2,1,0,team2,none,team1,team1
224,10,56,0,-3,0,0,-3,0,team1,none,team2,team2
225,54,57,0,0,0,2,3,0,team1,none,team1,team1
226,10,43,0,0,0,0,-1,0,team1,none,team2,team2
227,56,57,0,-3,0,-2,1,0,team1,none,team2,team2
228,43,54,1,2,0,0,0,0,team1,none,team2,team1
229,25,44,0,4,0,0,3,0,team1,none,team2,team1
230,63,64,0,-1,0,-2,-1,0,team2,none,team2,team2
231,25,65,0,-9,0,0,-1,0,team2,none,team1,none
232,44,63,0,-1,0,0,-1,0,team2,none,team2,none
233,64,65,1,2,0,1,1,0,team1,none,team1,team1
234,25,63,0,-7,0,-2,-1,0,team2,none,team2,team2
235,44,65,0,4,0,2,1,0,team1,none,team1,team1
236,25,64,1,5,0,0,0,0,team1,none,team2,team1
237,63,65,1,4,0,-2,-1,0,team1,none,team2,team2
238,44,64,1,2,0,0,-1,0,team2,none,none,team2
239,55,62,0,-6,0,0,-4,0,team2,none,team1,team2
240,55,62,1,8,0,0,0,0,team1,none,team2,team2
241,55,62,0,-11,0,-2,-3,0,team2,none,team2,none
242,55,62,1,4,0,-1,2,0,team2,none,team2,team1
243,55,62,1,3,0,-1,1,0,team2,none,team2,none
244,58,59,1,2,0,0,2,0,team1,none,team1,team1
245,58,59,1,9,0,0,1,0,team1,none,team2,team2
246,58,59,0,-3,0,-2,0,0,team2,none,team2,none
247,58,59,0,4,0,0,2,0,team2,none,team2,team2
248,58,59,0,-1,0,-2,0,0,team2,none,team2,team1
249,57,64,1,3,0,1,0,0,team1,none,team1,team1
250,57,64,0,-5,0,-2,-3,0,team2,none,team2,team2
251,57,64,1,6,0,1,2,0,team1,none,team1,team1
252,57,64,1,1,0,-1,0,0,team2,none,team2,none
253,43,63,1,8,0,0,4,0,team2,none,team2,team1
254,43,63,1,0,0,-2,2,0,team2,none,team2,team2
255,43,63,1,2,0,2,0,0,team2,none,team1,team2
256,55,59,0,-7,0,-2,-1,0,team2,none,team2,team2
257,55,59,0,1,0,1,-1,0,team2,none,team1,team2
258,55,59,1,8,0,2,3,0,team1,none,team1,team1
259,55,59,1,1,0,1,2,0,team1,none,team1,team1
260,55,59,0,-6,0,0,-2,0,team2,none,team1,team2
261,43,57,1,0,0,0,-1,0,none,none,team1,team1
262,43,57,1,-4,0,-2,-2,0,team2,none,team2,team2
263,43,57,1,5,0,2,0,0,team1,none,team1,team2
264,43,59,0,-5,0,0,0,0,team2,none,team2,none
265,43,59,1,1,0,2,4,0,team1,none,team1,team1
266,43,59,1,9,0,2,3,0,team1,none,team1,team1
267,43,59,1,5,0,2,2,0,team1,none,team1,team1
268,55,57,0,-6,0,1,-2,0,team2,none,team1,team1
269,55,57,0,-1,0,-2,0,0,team1,none,team2,team1
270,55,57,0,-16,0,-2,-3,0,team2,none,team2,team2
271,67,68,0,-1,0,1,0,0,team1,none,team1,none
272,69,70,1,5,0,0,2,0,team2,none,team2,team1
273,69,70,0,2,0,-2,0,0,team2,none,team2,team2
274,69,70,1,0,0,0,0,0,none,none,none,none
275,71,72,0,3,0,0,1,0,team1,none,team1,none
276,71,72,0,-6,0,-2,-4,0,team2,none,team2,team2
277,75,76,1,19,0,1,4,0,team1,none,team1,none
278,75,76,1,11,0,2,2,0,team1,none,team1,none
279,77,78,0,-6,0,-2,-1,0,team2,none,team2,none
280,77,78,0,-4,0,-2,-3,0,team1,none,team2,team2
281,79,80,0,-1,0,0,-2,0,team2,none,none,team2
282,79,80,0,-24,0,-1,-8,0,team2,none,team2,team2
283,81,82,1,-1,0,-1,-1,0,team2,none,team2,team2
284,81,82,1,2,0,1,1,0,team1,none,team1,team1
285,68,69,1,-3,0,-1,-1,0,team1,none,team2,none
286,68,69,1,8,0,2,3,0,team2,none,team1,none
287,72,74,1,1,0,0,-1,0,team2,none,team2,team2
288,72,74,0,-2,0,2,2,0,team2,none,team1,team1
289,72,74,0,2,0,2,3,0,team1,none,team1,none
290,75,78,1,5,0,1,2,0,team1,none,team1,none
291,75,78,1,15,0,2,3,0,team1,none,team1,team1
292,80,81,1,-3,0,1,0,0,team1,none,team1,none
293,80,81,1,-1,0,2,2,0,team1,none,team1,team1
294,51,83,0,2,0,-1,0,0,team1,none,team2,none
295,51,83,0,-5,0,-2,-2,0,team2,none,team2,team2
296,68,74,1,6,0,0,0,0,team1,none,team1,team1
297,68,74,0,-10,0,0,-1,0,team1,none,team1,team2
298,68,74,1,-1,0,-1,-1,0,team1,none,team2,team2
299,75,84,0,-2,0,0,1,0,team2,none,team1,team1
300,75,84,1,2,0,2,0,0,team1,none,team1,none
301,75,84,0,-1,0,1,1,0,team2,none,team1,team1
302,37,80,0,-3,0,-1,0,0,team2,none,team2,none
303,37,80,0,-3,0,2,0,0,team1,none,team1,none
304,83,84,1,-1,0,0,-1,0,team2,none,team1,team2
305,83,84,1,9,0,2,1,0,team1,none,team1,team1
306,83,84,0,-5,0,-2,-4,0,team1,none,team2,team2
307,83,84,1,4,0,0,1,0,team1,none,team2,team1
308,68,80,1,5,0,-1,-1,0,team1,none,team2,team2
309,68,80,1,7,0,2,1,0,team1,none,team1,team1
310,68,80,1,2,0,0,0,0,team1,none,team1,team2
311,68,83,1,13,0,0,2,0,team1,none,team2,none
312,68,83,1,2,0,-1,0,0,team1,none,team2,team2
313,68,83,1,0,0,-2,0,0,team1,none,team2,team2
314,73,74,0,-3,0,2,1,0,team1,none,team1,team1
315,73,74,0,-7,0,-2,-5,0,team2,none,team2,team2
316,44,47,1,-5,0,0,-1,0,team2,none,team1,none
317,44,47,0,-5,0,0,-1,0,team2,none,team2,team2
318,44,47,1,1,0,2,0,0,team2,none,team1,team1
319,54,61,0,-3,0,-2,-1,0,team2,none,team2,team1
320,54,61,1,6,0,0,2,0,none,none,team2,team2
321,54,61,1,-2,0,0,0,0,team2,none,team1,team2
322,63,85,0,1,0,-2,0,0,team1,none,team2,team1
323,63,85,0,-5,0,2,0,0,team2,none,team1,team2
324,56,57,0,-2,0,1,2,0,team1,none,team1,team1
325,56,57,0,-2,0,0,-3,0,team1,none,team1,team1
326,55,64,0,-5,0,-2,-4,0,team2,none,team2,team2
327,55,64,1,-3,0,0,0,0,team2,none,team1,none
328,55,64,0,-2,0,-1,1,0,team2,none,team2,none
329,44,65,1,5,0,2,2,0,team2,none,team1,none
330,44,65,1,-1,0,2,2,0,none,none,team1,team1
331,59,66,1,16,0,0,2,0,team1,none,team2,team1
332,59,66,1,5,0,-2,-1,0,team1,none,team2,team2
333,53,63,0,5,0,0,0,0,team2,none,team2,team1
334,47,85,0,-1,0,2,1,0,team2,none,team1,team1
335,47,85,1,2,0,1,3,0,team2,none,team1,team1
336,47,85,0,-7,0,0,-2,0,none,none,team1,team2
337,54,62,0,-2,0,2,-1,0,team2,none,team1,team1
338,54,62,0,-1,0,-2,-1,0,team1,none,team2,team2
339,57,58,1,5,0,0,4,0,team2,none,team1,team1
340,57,58,1,11,0,0,2,0,none,none,team2,none
341,43,64,1,2,0,-2,-2,0,team1,none,team2,team2
342,43,64,0,0,0,-1,-2,0,team2,none,team2,team2
343,43,64,0,0,0,-2,-2,0,team2,none,team2,none
344,55,65,0,-2,0,0,0,0,team2,none,team1,none
345,55,65,1,4,0,2,2,0,team1,none,team1,team1
346,55,65,1,0,0,2,0,0,team1,none,team1,none
347,59,62,1,1,0,-2,-2,0,team1,none,team2,team2
348,59,62,0,-2,0,-2,0,0,team1,none,team2,team2
349,59,62,0,-1,0,0,0,0,team2,none,team2,none
350,43,58,1,10,0,0,1,0,none,none,team2,team2
351,43,58,1,4,0,0,1,0,team1,none,team2,team1
352,44,56,1,1,0,-1,0,0,team2,none,team2,none
353,44,56,1,7,0,2,5,0,team1,none,team1,team1
354,63,65,0,-3,0,2,-1,0,team2,none,team1,team2
355,63,65,0,-4,0,-2,-1,0,team2,none,team2,none
356,57,66,1,-3,0,0,1,0,team2,none,team2,team1
357,57,66,1,2,0,-1,1,0,team2,none,team2,team1
358,55,61,1,3,0,0,3,0,team1,none,team2,none
359,55,61,1,3,0,0,0,0,team1,none,team1,team1
360,64,85,1,3,0,-2,1,0,team1,none,team2,team2
361,64,85,0,-2,0,-1,1,0,team1,none,team2,none
362,64,85,0,-11,0,-2,-2,0,team2,none,team2,team2
363,44,58,1,5,0,2,4,0,team1,none,team1,team1
364,44,58,0,-6,0,-2,-1,0,team2,none,team2,none
365,44,58,1,2,0,0,3,0,team1,none,team2,team1
366,43,59,0,-3,0,-2,0,0,team2,none,team2,team2
367,43,59,1,3,0,2,0,0,team1,none,team1,team1
368,43,59,1,-6,0,0,-1,0,team2,none,team1,team2
369,47,54,1,-3,0,2,1,0,team2,none,team1,team1
370,47,54,1,3,0,-2,0,0,none,none,team2,team2
371,53,62,0,-4,0,2,-1,0,team1,none,team1,none
372,53,62,1,-5,0,-2,-1,0,team2,none,team2,team2
373,53,62,0,-9,0,-2,-2,0,team2,none,team2,team1
374,56,63,1,6,0,2,5,0,team1,none,team1,team1
375,56,63,1,13,0,2,8,0,team1,none,team1,team1
376,43,55,0,4,0,2,3,0,team1,none,team1,team1
377,43,55,0,-4,0,0,-1,0,team2,none,team1,team1
378,65,85,0,-6,0,0,0,0,team2,none,team1,none
379,65,85,0,-2,0,-1,-1,0,team1,none,team2,team2
380,59,61,0,-2,0,0,-1,0,team1,none,team1,team1
381,59,61,1,0,0,0,0,0,none,none,team2,team2
382,59,61,1,4,0,-2,-3,0,team1,none,team2,team2
383,55,62,1,3,0,0,1,0,team1,none,team2,team2
384,55,62,0,-1,0,0,-4,0,team1,none,team2,team2
385,55,62,0,-9,0,-1,0,0,team2,none,team2,none
386,54,66,1,3,0,2,0,0,team1,none,team1,team1
387,54,66,0,-6,0,0,-1,0,team2,none,team1,team1
388,54,66,1,3,0,2,2,0,team2,none,team1,team1
389,58,63,0,-3,0,0,2,0,team1,none,team2,team1
390,58,63,1,7,0,0,2,0,team1,none,team1,team1
391,58,63,1,5,0,2,3,0,team1,none,team1,team1
392,53,85,0,-4,0,1,-1,0,team1,none,team1,none
393,53,85,1,4,0,0,3,0,team1,none,team2,team2
394,53,85,0,1,0,2,-1,0,team2,none,team1,none
395,43,56,1,1,0,2,3,0,team2,none,team1,team1
396,43,56,0,0,0,-2,-1,0,team1,none,team2,none
397,43,56,1,9,0,0,1,0,team1,none,team2,team1
398,62,64,0,-6,0,0,0,0,team2,none,team1,team1
399,62,64,0,-5,0,0,-3,0,team2,none,team1,team1
400,44,61,1,1,0,2,0,0,team1,none,team1,none
401,44,61,0,-6,0,2,-4,0,team2,none,team1,team2
402,44,61,1,1,0,-2,1,0,team2,none,team2,team2
403,47,57,1,4,0,0,2,0,team2,none,team2,none
404,47,57,0,-1,0,-1,-1,0,team2,none,team2,team1
405,47,57,1,8,0,0,2,0,team2,none,team2,none
406,53,58,0,-3,0,0,-2,0,team2,none,team2,team2
407,53,58,1,1,0,0,-1,0,team1,none,team1,team1
408,53,58,0,-9,0,-2,-4,0,team2,none,team2,team2
409,59,64,0,2,0,2,1,0,team1,none,team1,team1
410,59,64,1,3,0,2,1,0,team2,none,team1,team1
411,59,64,1,-1,0,2,-1,0,team1,none,team1,none
412,62,65,1,2,0,2,2,0,team2,none,team1,team1
413,62,65,1,3,0,0,2,0,team2,none,team2,team2
414,66,85,0,-2,0,0,-1,0,team2,none,team1,team2
415,66,85,0,-1,0,-2,-1,0,team1,none,team2,team2
416,47,56,0,-5,0,0,0,0,team2,none,team2,team2
417,47,56,1,4,0,0,1,0,team1,none,team2,team1
418,47,56,1,3,0,2,3,0,team1,none,team1,team1
419,57,61,1,0,0,-2,1,0,team2,none,team2,team1
420,57,61,1,2,0,-2,-1,0,team1,none,team2,team2
421,43,85,1,5,0,2,1,0,none,none,team1,team1
422,43,85,1,2,0,2,2,0,team1,none,team1,team1
423,54,64,0,-4,0,2,-1,0,team2,none,team1,team2
424,54,64,1,5,0,0,3,0,team1,none,team1,team1
425,54,64,1,0,0,-2,-1,0,team2,none,team2,team2
426,58,66,1,8,0,2,2,0,team1,none,team1,team1
427,58,66,1,-3,0,0,-1,0,team2,none,team1,team2
428,55,59,0,-3,0,2,-1,0,team2,none,team1,none
429,55,59,1,1,0,0,-1,0,team1,none,team1,team1
430,55,59,0,-7,0,-2,-1,0,team2,none,team2,team2
431,61,65,0,-1,0,-2,-5,0,team2,none,team2,team2
432,61,65,0,2,0,0,-2,0,team2,none,team2,team2
433,53,54,1,1,0,0,2,0,team1,none,team1,team1
434,53,54,0,-1,0,0,-1,0,team2,none,team2,team1
435,53,54,1,-1,0,2,1,0,team2,none,team1,team1
436,62,63,1,-1,0,-2,0,0,team2,none,team2,none
437,62,63,0,-3,0,0,3,0,team1,none,team1,team1
438,62,63,1,9,0,2,1,0,team1,none,team1,team1
439,57,64,1,1,0,2,0,0,team1,none,team1,none
440,57,64,1,1,0,0,-1,0,team2,none,team1,none
441,56,58,1,2,0,0,0,0,team2,none,team2,team2
442,56,58,0,-16,0,-2,-5,0,team2,none,team2,team2
443,56,58,0,-2,0,-2,-2,0,team2,none,team2,none
444,44,59,1,0,0,-2,-2,0,team1,none,team2,team2
445,44,59,1,-5,0,-2,-1,0,team2,none,team2,team2
446,47,65,1,2,0,-2,0,0,team2,none,team2,team2
447,47,65,1,4,0,1,2,0,team1,none,team1,team1
448,61,62,1,4,0,-2,0,0,team1,none,team2,team2
449,61,62,1,0,0,0,-3,0,team1,none,team1,team2
450,44,55,1,-1,0,2,3,0,team2,none,team1,team1
451,44,55,1,2,0,2,3,0,team1,none,team1,team1
452,43,63,1,9,0,0,2,0,team1,none,team2,team2
453,43,63,0,-4,0,0,1,0,team2,none,team2,team2
454,43,63,0,-3,0,-2,-3,0,team2,none,team2,team2
455,53,56,0,-5,0,-2,-2,0,team1,none,team2,team2
456,53,56,0,1,0,2,2,0,team1,none,team1,team1
457,54,57,0,-4,0,-2,-6,0,team2,none,team2,team2
458,54,57,0,2,0,-2,-1,0,team2,none,team2,team2
459,44,63,1,-4,0,0,0,0,team2,none,team2,team2
460,44,63,0,-4,0,0,0,0,team2,none,team2,none
461,44,63,1,-6,0,0,0,0,team1,none,team1,team1
462,65,66,1,4,0,2,1,0,team2,none,team1,none
463,65,66,1,6,0,0,2,0,team1,none,team2,team2
464,59,85,1,1,0,0,0,0,team2,none,team1,team1
465,59,85,1,2,0,2,2,0,team1,none,team1,team1
466,55,58,0,-12,0,-2,-3,0,team2,none,team2,team2
467,55,58,0,-2,0,0,-1,0,team2,none,team2,team2
468,47,66,1,11,0,2,8,0,team1,none,team1,team1
469,47,66,1,3,0,0,2,0,team1,none,team2,team2
