game_id,team1_id,team2_id,team1_won,kill_diff,dragon_diff,rift_herald_diff,tower_diff,grub_diff,first_blood,first_dragon,first_herald,first_tower
2344,100,102,0,-10,0,-2,-5,0,team2,none,team2,team2
2345,100,102,1,2,0,2,2,0,team1,none,team1,none
2346,52,100,1,2,0,2,2,0,team2,none,team1,team1
2347,52,100,1,4,0,2,2,0,team2,none,team1,team1
2348,52,100,1,1,0,2,1,0,team2,none,team1,team1
2349,118,211,1,4,0,0,1,0,team2,none,team2,team1
2350,208,209,1,0,0,0,-1,0,team1,none,team2,team2
2351,19,145,0,1,0,-2,0,0,team2,none,team2,team2
2352,120,210,1,3,0,2,3,0,team1,none,team1,team1
2353,16,216,1,0,0,0,-1,0,team2,none,team1,none
2354,212,213,0,-3,0,-2,-3,0,team2,none,team2,team2
2355,20,214,0,5,0,0,0,0,team1,none,team1,team2
2356,27,215,0,-6,0,0,-3,0,team2,none,team1,team2
2357,118,216,1,4,0,0,3,0,team2,none,team2,none
2358,209,212,0,-3,0,-2,-1,0,team2,none,team2,team2
2359,19,214,1,1,0,-2,-2,0,team2,none,team2,team2
2360,27,120,1,7,0,0,2,0,team1,none,team1,team1
2361,16,211,1,12,0,2,1,0,team1,none,team1,none
2362,208,213,0,-3,0,-2,-2,0,team1,none,team2,none
2363,20,145,0,-3,0,0,-2,0,team2,none,team1,team2
2364,210,215,0,-8,0,-2,-5,0,team2,none,team2,team2
2365,16,118,0,7,0,0,1,0,team1,none,team1,team1
2366,209,213,0,-3,0,0,-2,0,team1,none,team2,team2
2367,19,20,1,3,0,0,0,0,team1,none,team2,team2
2368,120,215,1,9,0,0,2,0,team1,none,team1,team1
2369,211,216,0,2,0,-1,1,0,team1,none,team2,team1
2370,208,212,1,6,0,2,2,0,team1,none,team1,team1
2371,145,214,0,-3,0,0,2,0,team2,none,team1,team1
2372,27,210,1,11,0,2,5,0,team2,none,team1,team1
2373,212,213,0,-3,0,2,0,0,team2,none,team1,team1
2374,20,214,1,9,0,2,6,0,team1,none,team1,team1
2375,27,215,0,14,0,0,4,0,team1,none,team1,team1
2376,118,211,1,0,0,-2,0,0,team2,none,team2,team2
2377,208,209,1,9,0,2,4,0,team1,none,team1,team1
2378,19,145,1,-3,0,0,-2,0,team2,none,team1,team1
2379,120,210,1,11,0,2,4,0,team1,none,team1,team1
2380,16,118,1,4,0,0,3,0,team1,none,team2,team1
2381,208,212,0,-5,0,-2,-1,0,team1,none,team2,none
2382,145,214,1,7,0,0,2,0,team1,none,team2,none
2383,120,215,1,5,0,2,3,0,team1,none,team1,team1
2384,211,216,1,-3,0,-2,-3,0,team1,none,team2,team2
2385,209,213,0,-8,0,-2,-2,0,team1,none,team2,team2
2386,19,20,1,4,0,0,3,0,team1,none,team2,none
2387,27,210,1,10,0,2,2,0,team2,none,team1,team1
2388,16,211,0,-3,0,2,1,0,team2,none,team1,team1
2389,209,212,0,-6,0,0,-1,0,none,none,team1,team1
2390,19,214,1,10,0,-2,3,0,team1,none,team2,none
2391,210,215,0,-4,0,-2,-1,0,team2,none,team2,team2
2392,118,216,1,-6,0,0,-1,0,team2,none,team1,team1
2393,208,213,1,0,0,2,0,0,team1,none,team1,team1
2394,20,145,0,-10,0,0,0,0,team1,none,team1,team1
2395,27,120,0,1,0,0,1,0,team2,none,team2,team2
2396,118,208,1,-1,0,2,2,0,team1,none,team1,team1
2397,118,208,1,-8,0,-2,-2,0,team2,none,team2,team2
2398,16,213,1,1,0,2,1,0,team1,none,team1,team1
2399,16,213,0,1,0,0,4,0,team2,none,team2,team1
2400,16,213,1,5,0,2,4,0,team2,none,team1,team1
2401,120,145,0,-4,0,2,2,0,team1,none,team1,team1
2402,120,145,1,2,0,2,4,0,team2,none,team1,team1
2403,120,145,1,3,0,2,1,0,team1,none,team1,team1
2404,19,215,1,4,0,-1,-2,0,team1,none,team2,none
2405,19,215,0,-1,0,0,1,0,team2,none,team2,team1
2406,19,215,1,8,0,0,-1,0,team1,none,team2,team2
2407,148,153,1,-2,0,0,-1,0,team2,none,team1,none
2408,148,153,0,-5,0,-2,-4,0,team2,none,team2,team2
2409,148,153,0,-6,0,-2,-2,0,team1,none,team2,none
2410,148,153,0,-8,0,-2,-4,0,team2,none,team2,team2
2411,151,152,0,-1,0,-2,-2,0,team2,none,team2,team2
2412,151,152,0,-11,0,-2,0,0,team1,none,team2,team1
2413,151,152,1,-1,0,0,-2,0,team1,none,team1,team1
2414,151,152,0,-3,0,-2,-2,0,team1,none,team2,team2
2415,146,153,1,5,0,-2,-1,0,team1,none,team2,team2
2416,146,153,0,0,0,0,-1,0,team2,none,team2,team2
2417,146,153,1,5,0,0,2,0,team1,none,team2,team1
2418,146,153,1,3,0,0,-1,0,team1,none,team1,none
2419,148,152,0,-4,0,0,-1,0,team2,none,team1,team2
2420,148,152,1,0,0,0,0,0,team2,none,team2,team1
2421,148,152,1,5,0,0,3,0,team2,none,team2,team1
2422,148,152,1,-1,0,2,0,0,team2,none,team1,team1
2423,148,153,0,6,0,2,1,0,team1,none,team1,team1
2424,148,153,1,-1,0,0,-1,0,team2,none,team2,team2
2425,148,153,1,3,0,2,1,0,team1,none,team1,team1
2426,148,153,0,-3,0,-2,-3,0,team2,none,team2,team2
2427,148,153,1,4,0,0,1,0,team2,none,team2,team2
2428,146,148,1,3,0,-2,-2,0,team1,none,team2,none
2429,146,148,1,2,0,-1,1,0,team1,none,team2,none
2430,146,148,0,-2,0,-2,-1,0,team2,none,team2,team2
2431,146,148,1,5,0,0,0,0,team1,none,team1,team1
2432,40,203,1,4,0,2,0,0,team2,none,team1,team1
2433,40,48,0,-1,0,2,0,0,team2,none,team1,team2
2434,4,49,1,-2,0,-2,0,0,team2,none,team2,team2
2435,4,49,0,-1,0,-2,-3,0,team2,none,team2,team2
2436,4,49,1,5,0,0,1,0,team1,none,team1,team2
2437,4,49,0,-2,0,-1,-2,0,team2,none,team2,team2
2438,4,49,1,3,0,-2,-3,0,team1,none,team2,team2
2439,201,207,1,-1,0,0,-1,0,team1,none,team1,team2
2440,201,207,0,-6,0,0,-3,0,team2,none,team1,team2
2441,201,207,1,2,0,2,3,0,team1,none,team1,team1
2442,205,206,0,-5,0,0,-1,0,team2,none,team1,team1
2443,205,206,0,-18,0,1,-2,0,team2,none,team1,team1
2444,48,207,1,-2,0,0,1,0,team1,none,team1,team1
2445,48,207,0,-7,0,-2,-1,0,team2,none,team2,none
2446,48,207,0,3,0,2,2,0,team1,none,team1,team1
2447,40,205,1,7,0,0,3,0,team1,none,team2,team1
2448,40,205,1,-2,0,0,-1,0,team1,none,team2,none
2449,201,204,0,-6,0,0,-1,0,team2,none,team2,none
2450,201,204,0,-7,0,0,-2,0,none,none,team1,team1
2451,201,204,0,-12,0,0,-5,0,team2,none,team1,team2
2452,45,206,1,6,0,2,1,0,team1,none,team1,team1
2453,45,206,1,-1,0,1,0,0,team1,none,team1,none
2454,45,206,0,1,0,0,-1,0,team1,none,team1,team1
2455,45,206,0,-7,0,0,1,0,team2,none,team1,team1
2456,45,206,0,-6,0,0,2,0,team2,none,team1,team1
2457,45,207,0,-1,0,0,0,0,team2,none,team1,team1
2458,45,207,1,2,0,2,2,0,team1,none,team1,team1
2459,45,207,1,-2,0,0,0,0,team2,none,team2,none
2460,40,201,1,-1,0,2,1,0,team2,none,team1,team1
2461,40,201,1,-6,0,-2,-2,0,team2,none,team2,none
2462,40,45,0,1,0,-2,-1,0,team1,none,team2,team2
2463,40,45,0,-4,0,0,-1,0,team1,none,team1,team2
2464,204,206,1,3,0,2,3,0,team2,none,team1,team1
2465,204,206,0,1,0,0,-1,0,team2,none,team1,team2
2466,204,206,1,-2,0,0,0,0,team1,none,team2,team2
2467,204,206,0,-3,0,-2,0,0,team2,none,team2,team1
2468,204,206,1,2,0,2,1,0,team2,none,team1,team1
2469,45,206,0,-1,0,-2,0,0,team2,none,team2,team2
2470,45,206,1,-3,0,-2,-1,0,team2,none,team2,none
2471,45,206,1,0,0,0,1,0,team1,none,team1,team1
2472,45,206,0,-3,0,-2,-3,0,team2,none,team2,team2
2473,45,206,0,1,0,0,2,0,team2,none,team1,team1
2474,204,206,1,-2,0,2,1,0,team2,none,team1,none
2475,204,206,0,-2,0,-2,-1,0,team2,none,team2,team1
2476,204,206,0,2,0,0,-1,0,team1,none,team1,team1
2477,204,206,1,3,0,2,1,0,team1,none,team1,team1
2478,204,206,0,-5,0,-2,-3,0,team1,none,team2,team2
2479,37,72,1,1,0,-2,-1,0,team1,none,team2,none
2480,37,72,0,-3,0,0,0,0,team1,none,team1,team1
2481,37,72,1,2,0,0,2,0,team1,none,team2,none
2482,37,80,0,-4,0,0,-3,0,team2,none,team1,team2
2483,37,80,0,-6,0,0,1,0,team1,none,team1,team1
2484,37,80,1,-5,0,0,2,0,team2,none,team1,team1
2485,37,80,1,0,0,2,4,0,team2,none,team1,team1
2486,37,80,0,-3,0,0,-2,0,team2,none,team1,team2
2487,80,84,0,-3,0,0,0,0,team2,none,team1,team1
2488,80,84,0,-1,0,0,0,0,team2,none,team2,team2
2489,80,84,1,0,0,2,3,0,team1,none,team1,team1
2490,80,84,0,-4,0,-2,-3,0,team2,none,team2,none
2491,75,84,0,0,0,-2,-2,0,team2,none,team2,team2
2492,75,84,0,1,0,-2,-2,0,team1,none,team2,team2
2493,75,84,0,-4,0,-2,-2,0,team2,none,team2,team2
2494,34,194,1,6,0,2,5,0,team1,none,team1,team1
2495,34,194,1,11,0,2,4,0,team1,none,team1,none
2496,34,194,1,6,0,-2,0,0,team2,none,team2,team2
2497,186,189,1,-14,0,0,-1,0,team2,none,team1,team1
2498,186,189,1,3,0,2,1,0,team2,none,team1,team1
2499,186,189,1,1,0,-2,0,0,team1,none,team2,team2
2500,34,186,1,3,0,0,2,0,team2,none,team2,team1
2501,34,186,1,-6,0,-2,-2,0,none,none,team2,team2
2502,34,186,1,14,0,2,4,0,team1,none,team1,team1
2503,190,197,1,11,0,2,2,0,team1,none,team1,team1
2504,34,186,0,-3,0,0,0,0,team2,none,team1,none
2505,219,220,1,4,0,0,1,0,team1,none,team2,team2
2506,219,220,1,6,0,2,4,0,team1,none,team1,team1
2507,217,218,0,-7,0,-2,-2,0,team2,none,team2,team1
2508,217,218,0,-2,0,2,1,0,team1,none,team1,team1
2509,2,222,1,3,0,0,5,0,team2,none,team2,none
2510,2,222,1,3,0,2,6,0,team2,none,team1,team1
2511,10,221,0,-7,0,0,-1,0,team2,none,team1,team1
2512,10,221,0,-3,0,-2,-4,0,team2,none,team2,team2
2513,224,225,0,-11,0,0,-4,0,team2,none,team1,none
2514,224,225,1,7,0,2,5,0,team2,none,team1,team1
2515,224,225,1,5,0,0,1,0,team1,none,team1,team1
2516,24,223,1,1,0,0,2,0,team1,none,team1,team1
2517,24,223,1,5,0,2,2,0,team2,none,team1,team1
2518,0,3,1,7,0,2,2,0,team1,none,team1,none
2519,0,3,1,10,0,2,3,0,team1,none,team1,none
2520,11,226,0,-3,0,2,0,0,team2,none,team1,team2
2521,11,226,0,-2,0,1,-1,0,team2,none,team1,team2
2522,25,229,0,-3,0,2,-1,0,team2,none,team1,team1
2523,25,229,1,3,0,0,0,0,team1,none,team2,team2
2524,25,229,0,7,0,2,4,0,team1,none,team1,team1
2525,227,228,1,3,0,2,1,0,team1,none,team1,team1
2526,227,228,1,5,0,2,-1,0,team1,none,team1,team2
2527,230,231,1,-1,0,-2,0,0,team2,none,team2,none
2528,230,231,0,1,0,2,-1,0,team2,none,team1,team1
2529,230,231,0,-5,0,-2,-1,0,team1,none,team2,none
2530,1,30,0,-4,0,-2,-2,0,team2,none,team2,team2
2531,26,133,0,-2,0,0,-2,0,team1,none,team1,none
2532,118,234,1,10,0,2,5,0,team1,none,team1,team1
2533,26,118,0,-2,0,0,1,0,team2,none,team1,team1
2534,133,234,1,1,0,-2,-1,0,team2,none,team2,team2
2535,118,133,0,-5,0,-2,-1,0,team2,none,team2,team2
2536,26,118,1,9,0,2,3,0,team1,none,team1,team1
2537,133,234,0,-2,0,2,1,0,team1,none,team1,team2
2538,118,234,1,-5,0,0,0,0,team2,none,team1,team1
2539,26,133,1,4,0,0,1,0,team1,none,team1,none
2540,26,234,1,16,0,2,5,0,team1,none,team1,team1
2541,118,133,0,-4,0,-2,1,0,team2,none,team2,none
2542,13,29,1,-1,0,0,-3,0,team2,none,team2,team2
2543,19,114,0,-3,0,-2,-4,0,team2,none,team2,team2
2544,13,19,1,3,0,2,3,0,team2,none,team1,team1
2545,29,114,1,-1,0,0,0,0,team2,none,team1,team2
2546,13,114,1,-3,0,0,0,0,team2,none,team1,team1
2547,19,29,0,-1,0,-2,-3,0,team2,none,team2,team2
2548,13,19,1,-3,0,2,3,0,team2,none,team1,team1
2549,29,114,0,-3,0,-2,-1,0,team1,none,team2,none
2550,13,29,0,2,0,2,2,0,team1,none,team1,team1
2551,19,114,0,1,0,0,0,0,team2,none,team2,team1
2552,13,114,0,-6,0,-2,0,0,team2,none,team2,none
2553,19,29,0,1,0,-2,-4,0,team1,none,team2,team2
2554,131,143,0,0,0,-2,-2,0,team2,none,team2,team2
2555,120,232,1,21,0,2,5,0,team1,none,team1,team1
2556,131,232,1,3,0,2,5,0,team1,none,team1,team1
2557,120,143,1,3,0,0,3,0,team1,none,team1,team1
2558,143,232,1,4,0,0,2,0,team1,none,team1,team1
2559,120,131,0,-5,0,0,2,0,team1,none,team1,team1
2560,131,232,1,1,0,0,0,0,team2,none,team2,team1
2561,120,143,0,-2,0,0,0,0,team1,none,team1,team2
2562,131,143,1,3,0,1,3,0,team1,none,team1,team1
2563,120,232,1,7,0,2,6,0,team2,none,team1,team1
2564,120,131,1,-2,0,-2,-3,0,team2,none,team2,team2
2565,143,232,1,16,0,2,6,0,team1,none,team1,team1
2566,21,233,1,2,0,-2,0,0,team1,none,team2,none
2567,16,18,0,-4,0,0,3,0,team2,none,team2,team1
2568,18,233,0,-1,0,-2,0,0,team1,none,team2,team2
2569,16,21,0,-7,0,-2,-4,0,team2,none,team2,team2
2570,18,21,1,-5,0,-2,-2,0,team1,none,team2,team2
2571,21,233,1,5,0,2,4,0,team2,none,team1,team1
2572,16,18,0,-6,0,0,-3,0,team2,none,team2,team2
2573,18,21,0,-5,0,-2,-3,0,team2,none,team2,team2
2574,16,233,0,-5,0,-2,-2,0,team2,none,team2,team2
2575,16,21,0,0,0,0,3,0,team2,none,team2,none
2576,18,233,1,1,0,0,-1,0,team2,none,team2,team2
2577,21,114,0,-8,0,-2,-6,0,team1,none,team2,team2
2578,21,114,0,-5,0,0,-1,0,team2,none,team2,team2
2579,26,29,0,-5,0,2,-2,0,none,none,team1,team1
2580,26,29,0,-3,0,-2,-4,0,team2,none,team2,team2
2581,18,143,1,-1,0,0,-2,0,team2,none,team1,team2
2582,18,143,0,-5,0,0,-5,0,team2,none,team1,team2
2583,18,143,0,2,0,0,0,0,team1,none,team1,team1
2584,120,133,1,3,0,0,1,0,team2,none,team2,team1
2585,120,133,0,-10,0,-2,-1,0,team1,none,team2,team1
2586,120,133,1,1,0,0,1,0,team1,none,team2,team2
2587,29,114,0,-4,0,0,1,0,team2,none,team2,team1
2588,29,114,1,3,0,2,7,0,team1,none,team1,team1
2589,29,114,1,4,0,2,1,0,team1,none,team1,none
2590,120,143,1,3,0,0,2,0,team1,none,team2,none
2591,120,143,1,3,0,-2,0,0,team1,none,team2,none
2592,29,120,1,3,0,0,2,0,team1,none,team2,team1
2593,29,120,1,-3,0,2,-1,0,team1,none,team1,team2
2594,29,120,1,-4,0,0,-1,0,team2,none,team1,team1
2595,36,179,1,9,0,-2,1,0,team1,none,team2,team2
2596,181,185,1,1,0,2,0,0,team2,none,team1,none
2597,36,184,1,4,0,2,3,0,team1,none,team1,team1
2598,179,185,0,-2,0,0,-2,0,team2,none,team1,team1
2599,181,184,1,1,0,2,2,0,team1,none,team1,team1
2600,36,185,0,-2,0,2,-1,0,team2,none,team1,team1
2601,179,184,1,7,0,2,1,0,team2,none,team1,team2
2602,36,181,0,-6,0,-2,-4,0,none,none,team2,team2
2603,184,185,0,-6,0,-2,-4,0,team1,none,team2,team2
2604,179,181,1,11,0,2,4,0,team1,none,team1,team1
2605,36,179,0,-1,0,-2,1,0,team2,none,team2,team2
2606,36,179,1,3,0,2,0,0,team2,none,team1,team2
2607,36,179,1,4,0,2,2,0,team1,none,team1,team2
2608,36,179,1,3,0,0,0,0,team1,none,team2,none
2609,36,185,0,4,0,0,-1,0,team1,none,team2,team2
2610,36,185,1,3,0,0,-1,0,team1,none,team1,none
2611,36,185,1,3,0,2,1,0,team1,none,team1,team1
2612,36,185,1,3,0,2,0,0,team1,none,team1,team1
2613,36,181,1,-3,0,0,1,0,team2,none,team2,team1
2614,36,181,0,6,0,0,1,0,team2,none,team2,team2
2615,36,181,0,-3,0,0,-1,0,team1,none,team1,none
2616,36,181,1,4,0,0,1,0,team1,none,team2,none
2617,36,181,0,1,0,0,-1,0,team1,none,team1,team1
2618,163,166,1,-1,0,2,1,0,team2,none,team1,team1
2619,58,85,1,2,0,0,-1,0,team2,none,team2,team2
2620,58,85,1,-3,0,-2,0,0,team1,none,team2,team2
2621,58,85,0,-2,0,2,0,0,team1,none,team1,team2
2622,58,85,1,4,0,2,1,0,team1,none,team1,none
2623,43,59,0,2,0,-2,-1,0,team2,none,team2,team2
2624,43,59,0,4,0,0,2,0,team1,none,team2,none
2625,43,59,1,1,0,0,0,0,team1,none,team2,team2
2626,43,59,0,-6,0,0,-3,0,team2,none,team1,team1
2627,58,62,1,-2,0,0,1,0,team1,none,team1,team1
2628,58,62,0,-6,0,0,-3,0,team1,none,team1,team1
2629,58,62,0,-4,0,0,0,0,team1,none,team1,none
2630,58,62,0,3,0,2,1,0,team2,none,team1,team1
2631,47,59,1,-1,0,-2,-1,0,team1,none,team2,team2
2632,47,59,1,-4,0,0,-1,0,team1,none,team1,team1
2633,47,59,0,-5,0,-2,-1,0,team2,none,team2,none
2634,47,59,1,2,0,0,2,0,team1,none,team1,none
2635,44,62,0,-3,0,2,2,0,team2,none,team1,team1
2636,44,62,0,-5,0,-2,-4,0,team1,none,team2,team2
2637,44,62,1,1,0,0,0,0,team2,none,team1,team2
2638,44,62,0,-3,0,-2,-2,0,team1,none,team2,team2
2639,47,57,0,0,0,0,-1,0,none,none,team2,team2
2640,47,57,0,0,0,2,-1,0,team2,none,team1,team1
2641,47,57,0,0,0,2,0,0,team1,none,team1,team1
2642,44,47,0,-7,0,1,-2,0,team1,none,team1,team2
2643,44,47,0,-5,0,-1,-1,0,team2,none,team2,team2
2644,44,47,0,-9,0,2,-2,0,team2,none,team1,none
2645,57,62,1,-2,0,-2,-5,0,team2,none,team2,team2
2646,57,62,0,-4,0,-2,-2,0,team2,none,team2,team2
2647,57,62,0,0,0,2,3,0,team1,none,team1,team1
2648,57,62,1,1,0,-2,0,0,team2,none,team2,team2
2649,57,62,1,3,0,0,0,0,team1,none,team2,team1
2650,218,226,1,4,0,0,0,0,team2,none,team1,team1
2651,218,226,0,2,0,2,0,0,team1,none,team1,none
2652,218,226,0,2,0,0,1,0,team1,none,team1,team1
2653,0,2,0,-1,0,0,0,0,team1,none,team2,none
2654,0,2,0,1,0,0,-2,0,team1,none,team1,none
2655,221,225,1,4,0,0,1,0,team2,none,team2,none
2656,221,225,1,11,0,2,6,0,none,none,team1,none
2657,217,222,1,7,0,0,2,0,team2,none,team2,team2
2658,217,222,1,-4,0,0,0,0,team2,none,team2,team1
2659,30,60,0,8,0,2,1,0,team2,none,team1,team1
2660,30,60,1,-1,0,-2,0,0,team1,none,team2,team2
2661,30,60,0,-2,0,-2,-3,0,team2,none,team2,team2
2662,224,231,0,-3,0,2,-1,0,none,none,team1,team2
2663,224,231,1,5,0,2,2,0,none,none,team1,none
2664,224,231,0,-2,0,2,-1,0,team2,none,team1,team2
2665,24,227,1,8,0,2,3,0,team1,none,team1,team1
2666,219,229,0,-2,0,0,1,0,team2,none,team1,team1
2667,219,229,1,-1,0,0,-2,0,team1,none,team1,none
2668,219,229,0,3,0,-2,-2,0,team1,none,team2,team2
2669,10,230,0,-3,0,2,0,0,team2,none,team1,team1
2670,10,230,1,-2,0,2,1,0,team1,none,team1,team1
2671,10,230,1,0,0,2,0,0,team1,none,team1,team1
2672,25,220,0,-6,0,0,0,0,team2,none,team2,team2
2673,25,220,1,7,0,2,5,0,team1,none,team1,team1
2674,25,220,1,14,0,0,1,0,team1,none,team2,team2
2675,223,228,0,-7,0,-2,-2,0,team2,none,team2,none
2676,223,228,0,-8,0,0,-4,0,team2,none,team1,team2
2677,1,3,1,6,0,0,2,0,team1,none,team2,team2
2678,1,3,1,5,0,2,4,0,team1,none,team1,none
2679,78,147,1,7,0,2,2,0,team1,none,team1,none
2680,78,147,1,9,0,1,4,0,team2,none,team1,team1
2681,78,147,1,0,0,1,-2,0,team1,none,team1,team2
2682,69,81,1,3,0,2,-1,0,team1,none,team1,team2
2683,69,81,0,0,0,-2,1,0,team1,none,team2,team2
2684,69,81,0,4,0,2,1,0,team2,none,team1,team2
2685,69,81,0,0,0,2,0,0,team1,none,team1,team1
2686,78,81,1,8,0,2,3,0,team1,none,team1,team1
2687,78,81,1,4,0,2,2,0,team2,none,team1,team1
2688,78,81,0,-4,0,0,1,0,team1,none,team1,team1
2689,78,81,1,1,0,0,1,0,team1,none,team1,team1
2690,163,165,1,-1,0,2,2,0,team2,none,team1,team1
2691,163,165,0,-6,0,-1,0,0,team1,none,team2,none
2692,163,165,1,0,0,2,0,0,team2,none,team1,team1
2693,163,165,1,6,0,2,-1,0,team2,none,team1,team2
2694,169,171,0,-2,0,-2,2,0,team1,none,team2,team1
2695,169,171,0,-4,0,-2,-3,0,team2,none,team2,team2
2696,169,171,0,0,0,2,1,0,team1,none,team1,team2
2697,173,235,1,5,0,0,1,0,team1,none,team2,team2
2698,173,235,0,2,0,-2,-1,0,team1,none,team2,team2
2699,173,235,0,4,0,2,-1,0,team1,none,team1,none
2700,173,235,1,5,0,0,1,0,team1,none,team2,team2
2701,173,235,1,2,0,-1,0,0,team2,none,team2,team2
2702,220,222,1,8,0,2,3,0,team1,none,team1,team1
2703,220,222,0,-3,0,0,-3,0,team2,none,team1,team1
2704,220,222,1,1,0,0,2,0,team1,none,team1,team1
2705,60,221,1,3,0,2,3,0,team1,none,team1,team1
2706,60,221,1,2,0,0,1,0,team1,none,team2,team2
2707,218,227,0,-4,0,-2,-1,0,team2,none,team2,team2
2708,218,227,0,0,0,2,2,0,team2,none,team1,team1
2709,2,24,1,0,0,2,3,0,team2,none,team1,team1
2710,2,24,1,2,0,2,4,0,team1,none,team1,team1
2711,1,230,1,4,0,2,6,0,team1,none,team1,team1
2712,1,230,1,1,0,0,3,0,team1,none,team1,none
2713,0,224,0,-4,0,-2,-4,0,team2,none,team2,team2
2714,0,224,0,-13,0,-2,-3,0,team1,none,team2,team2
2715,11,219,1,2,0,0,-1,0,team1,none,team1,team1
2716,11,219,0,-3,0,0,-3,0,team1,none,team2,none
2717,11,219,0,-6,0,0,-2,0,team2,none,team2,team2
2718,223,225,0,-4,0,-2,-8,0,team2,none,team2,team2
2719,223,225,0,-8,0,-2,-6,0,team2,none,team2,team2
2720,217,228,0,3,0,0,3,0,team2,none,team2,none
2721,217,228,0,-15,0,-2,-5,0,team2,none,team2,team2
2722,226,229,0,5,0,2,2,0,team1,none,team1,team1
2723,226,229,0,3,0,2,1,0,team2,none,team1,team1
2724,10,25,0,-3,0,-2,-2,0,team2,none,team2,team2
2725,10,25,0,-7,0,-2,-1,0,team1,none,team2,none
2726,30,231,0,-8,0,0,-1,0,team2,none,team1,team1
2727,30,231,0,3,0,1,-1,0,team2,none,team1,team2
2728,26,234,0,0,0,-2,0,0,team2,none,team2,team2
2729,220,225,0,-4,0,2,3,0,team2,none,team1,team1
2730,220,225,0,-2,0,-1,-2,0,team1,none,team2,team2
2731,0,1,1,5,0,0,1,0,team1,none,team2,team2
2732,0,1,0,-9,0,-2,-4,0,team2,none,team2,none
2733,24,221,0,-3,0,0,-2,0,team1,none,team1,team2
2734,24,221,1,4,0,2,2,0,team1,none,team1,team1
2735,24,221,0,-1,0,-2,-2,0,team1,none,team2,team2
2736,222,230,0,1,0,2,1,0,team1,none,team1,team1
2737,222,230,1,1,0,-2,0,0,team1,none,team2,team2
2738,222,230,1,1,0,0,-1,0,team2,none,team1,team2
2739,2,231,0,0,0,0,2,0,team1,none,team1,team1
2740,2,231,1,3,0,0,0,0,team1,none,team2,team2
2741,2,231,0,-6,0,-2,-2,0,team2,none,team2,team2
2742,25,228,1,-5,0,0,-1,0,team1,none,team1,team1
2743,25,228,0,-6,0,0,-1,0,team2,none,team1,team2
2744,25,228,1,9,0,2,4,0,team2,none,team1,none
2745,30,218,1,7,0,0,0,0,team2,none,team2,team2
2746,30,218,1,3,0,2,4,0,team2,none,team1,team1
2747,3,217,0,-4,0,2,0,0,team1,none,team1,none
2748,3,217,0,-4,0,2,2,0,team2,none,team1,team1
2749,60,229,0,-15,0,-2,-2,0,team2,none,team2,team2
2750,60,229,1,6,0,2,1,0,team1,none,team1,team1
2751,60,229,0,1,0,0,0,0,team1,none,team1,none
2752,10,11,1,7,0,2,3,0,team1,none,team1,team1
2753,10,11,0,-8,0,-2,-4,0,team1,none,team2,none
2754,10,11,0,-2,0,-2,-2,0,team2,none,team2,team2
2755,224,226,1,0,0,0,0,0,team1,none,team1,team1
2756,224,226,1,0,0,0,1,0,team1,none,team2,team1
2757,219,227,1,6,0,2,2,0,team2,none,team1,team1
2758,219,227,1,0,0,-2,0,0,team2,none,team2,team2
2759,78,83,1,3,0,0,1,0,team1,none,team2,team1
2760,78,83,1,0,0,0,0,0,team2,none,team1,team1
2761,51,135,1,2,0,-2,0,0,team1,none,team2,team1
2762,51,135,0,-1,0,-2,1,0,team1,none,team2,team1
2763,51,135,0,3,0,0,0,0,team1,none,team1,team1
2764,78,135,1,3,0,-2,-1,0,team2,none,team2,team2
2765,78,135,1,8,0,0,2,0,team2,none,team2,none
2766,51,83,0,-1,0,-2,-3,0,team2,none,team2,team2
2767,51,83,0,-1,0,-1,0,0,team2,none,team2,none
2768,83,135,1,10,0,2,3,0,team1,none,team1,none
2769,83,135,1,0,0,0,1,0,team1,none,team1,team1
2770,83,135,1,4,0,2,2,0,team1,none,team1,team1
2771,3,10,0,-1,0,0,1,0,team2,none,team2,team2
2772,3,10,0,-10,0,0,-4,0,team2,none,team1,team2
2773,30,226,1,-3,0,-2,-1,0,team2,none,team2,team1
2774,30,226,0,4,0,0,3,0,team1,none,team2,team1
2775,30,226,1,2,0,-2,2,0,team2,none,team2,team1
2776,11,228,0,1,0,2,3,0,team2,none,team1,team1
2777,11,228,1,8,0,2,2,0,team1,none,team1,none
2778,11,228,1,8,0,2,5,0,team1,none,team1,team1
2779,218,220,1,10,0,2,5,0,none,none,team1,team1
2780,218,220,1,2,0,2,2,0,none,none,team1,team1
2781,60,224,0,-7,0,-2,-2,0,team2,none,team2,team2
2782,60,224,0,-9,0,-2,-3,0,team2,none,team2,none
2783,0,24,0,1,0,0,1,0,team1,none,team1,team1
2784,0,24,0,-3,0,-2,-2,0,team2,none,team2,none
2785,2,219,0,-2,0,-2,-1,0,team2,none,team2,team2
2786,2,219,0,-7,0,1,0,0,team2,none,team1,none
2787,25,221,1,-1,0,0,-1,0,team2,none,team2,team2
2788,25,221,0,-10,0,-2,-3,0,team2,none,team2,team2
2789,25,221,0,-6,0,-2,-5,0,team2,none,team2,team2
2790,1,217,1,-3,0,-2,-1,0,team2,none,team2,team1
2791,1,217,1,0,0,0,4,0,team2,none,team2,team1
2792,222,223,1,-1,0,2,3,0,team1,none,team1,team1
2793,229,231,1,5,0,0,3,0,team1,none,team1,team1
