game_id,team1_id,team2_id,team1_won,kill_diff,dragon_diff,rift_herald_diff,tower_diff,grub_diff,first_blood,first_dragon,first_herald
0,4,5,1,1,0,0,0,0,team1,none,none
1,4,5,0,2,0,0,0,0,team1,none,none
2,4,5,0,1,0,0,0,0,team1,none,none
3,4,5,0,-2,0,0,0,0,team2,none,none
4,8,9,0,0,0,0,0,0,team1,none,none
5,8,9,1,2,0,0,0,0,team1,none,none
6,8,9,1,-3,0,0,0,0,team1,none,none
7,8,9,1,0,0,0,0,0,team2,none,none
8,6,7,1,-1,0,0,0,0,team2,none,none
9,6,7,1,2,0,0,0,0,team1,none,none
10,6,7,1,1,0,0,0,0,team2,none,none
11,31,32,0,-2,0,0,0,0,team2,none,none
12,31,32,0,-1,0,0,0,0,team2,none,none
13,31,32,1,3,0,0,0,0,team1,none,none
14,31,32,0,0,0,0,0,0,team2,none,none
15,0,1,0,-2,0,0,0,0,team1,none,none
16,2,3,1,-1,0,0,0,0,team1,none,none
17,2,3,1,2,0,0,0,0,team1,none,none
18,2,3,1,0,0,0,0,0,team2,none,none
19,10,11,0,-1,0,0,0,0,team2,none,none
20,1,24,0,-1,0,0,0,0,team2,none,none
21,1,24,0,3,0,0,0,0,team1,none,none
22,1,24,0,-1,0,0,0,0,team2,none,none
23,2,25,1,1,0,0,0,0,team1,none,none
24,2,25,1,0,0,0,0,0,team2,none,none
25,2,25,0,-4,0,0,0,0,team2,none,none
26,2,25,1,-3,0,0,0,0,team2,none,none
27,11,30,1,0,0,0,0,0,team2,none,none
28,11,30,0,0,0,0,0,0,team1,none,none
29,11,30,0,-4,0,0,0,0,team2,none,none
30,2,24,0,2,0,0,0,0,team2,none,none
31,2,24,1,0,0,0,0,0,team2,none,none
32,2,24,0,0,0,0,0,0,team1,none,none
33,2,24,0,0,0,0,0,0,team2,none,none
34,2,11,0,-1,0,0,0,0,team2,none,none
35,24,30,1,0,0,0,0,0,none,none,none
36,24,30,0,-2,0,0,0,0,team1,none,none
37,24,30,1,5,0,0,0,0,team1,none,none
38,14,15,0,1,0,0,0,0,team1,none,none
39,20,21,0,2,0,0,0,0,team1,none,none
40,15,20,1,-4,0,0,0,0,team2,none,none
41,14,21,0,-1,0,0,0,0,team1,none,none
42,14,20,1,-2,0,0,0,0,team2,none,none
43,15,21,0,1,0,0,0,0,team2,none,none
44,16,17,0,0,0,0,0,0,none,none,none
45,22,23,1,-1,0,0,0,0,team1,none,none
46,17,23,1,-1,0,0,0,0,team1,none,none
47,16,22,0,0,0,0,0,0,none,none,none
48,17,22,1,-1,0,0,0,0,team2,none,none
49,16,23,1,2,0,0,0,0,team1,none,none
50,12,13,0,-2,0,0,0,0,team2,none,none
51,26,27,1,0,0,0,0,0,none,none,none
52,13,27,1,1,0,0,0,0,team1,none,none
53,12,26,0,2,0,0,0,0,team1,none,none
54,12,27,0,0,0,0,0,0,team1,none,none
55,13,26,1,3,0,0,0,0,team1,none,none
56,18,19,1,-3,0,0,0,0,team1,none,none
57,28,29,0,-6,0,0,0,0,team2,none,none
58,18,28,1,1,0,0,0,0,team1,none,none
59,19,29,0,-2,0,0,0,0,team1,none,none
60,19,28,1,-1,0,0,0,0,team1,none,none
61,18,29,1,-1,0,0,0,0,team1,none,none
62,21,26,1,1,0,0,0,0,team1,none,none
63,21,26,0,0,0,0,0,0,team1,none,none
64,21,26,1,1,0,0,0,0,team1,none,none
65,13,15,1,1,0,0,0,0,team1,none,none
66,13,15,1,2,0,0,0,0,team1,none,none
67,17,29,1,0,0,0,0,0,none,none,none
68,17,29,0,-2,0,0,0,0,team2,none,none
69,17,29,1,0,0,0,0,0,none,none,none
70,18,22,1,0,0,0,0,0,none,none,none
71,18,22,1,0,0,0,0,0,none,none,none
72,17,21,1,1,0,0,0,0,team1,none,none
73,17,21,1,1,0,0,0,0,team2,none,none
74,17,21,1,1,0,0,0,0,team2,none,none
75,13,18,1,-5,0,0,0,0,team2,none,none
76,13,18,1,-1,0,0,0,0,team2,none,none
77,13,18,1,-1,0,0,0,0,team1,none,none
78,13,17,0,1,0,0,0,0,team1,none,none
79,13,17,1,0,0,0,0,0,team2,none,none
80,13,17,0,-2,0,0,0,0,team1,none,none
81,13,17,0,-3,0,0,0,0,team2,none,none
82,33,34,0,-1,0,0,0,0,team1,none,none
83,34,35,0,0,0,0,0,0,team1,none,none
84,33,35,1,0,0,0,0,0,team2,none,none
85,7,8,1,2,0,0,0,0,team1,none,none
86,8,36,0,-2,0,0,0,0,team2,none,none
87,7,36,1,2,0,0,0,0,team2,none,none
88,39,40,0,1,0,0,0,0,team1,none,none
89,5,39,0,-1,0,0,0,0,team1,none,none
90,5,40,1,3,0,0,0,0,team2,none,none
91,37,38,1,-1,0,0,0,0,team2,none,none
92,37,41,1,2,0,0,0,0,team1,none,none
93,38,41,0,-1,0,0,0,0,team1,none,none
94,33,34,0,0,0,0,0,0,team1,none,none
95,34,35,0,-1,0,0,0,0,team2,none,none
96,33,35,1,0,0,0,0,0,none,none,none
97,7,8,0,-1,0,0,0,0,team2,none,none
98,8,36,0,-1,0,0,0,0,team2,none,none
99,7,36,1,2,0,0,0,0,team2,none,none
100,37,38,1,-1,0,0,0,0,team2,none,none
101,37,41,1,-4,0,0,0,0,team2,none,none
102,38,41,1,0,0,0,0,0,none,none,none
103,39,40,0,0,0,0,0,0,none,none,none
104,5,39,1,0,0,0,0,0,team1,none,none
105,5,40,0,-3,0,0,0,0,team2,none,none
106,5,37,1,2,0,0,2,0,team1,none,none
107,5,37,0,0,0,0,0,0,team1,none,none
108,5,37,0,1,0,0,0,0,team1,none,none
109,33,38,1,0,0,0,0,0,team1,none,none
110,33,38,1,2,0,0,0,0,team2,none,none
111,33,38,1,3,0,0,0,0,team1,none,none
112,36,40,0,0,0,0,0,0,team1,none,none
113,36,40,1,-1,0,0,0,0,team1,none,none
114,36,40,0,1,0,0,0,0,team1,none,none
115,7,34,0,5,0,0,0,0,team1,none,none
116,7,34,1,0,0,0,0,0,team2,none,none
117,7,34,1,3,0,0,0,0,team1,none,none
118,5,37,0,-1,0,0,0,0,team2,none,none
119,36,40,0,-3,0,0,0,0,team2,none,none
120,7,34,0,-2,0,0,0,0,team2,none,none
121,7,34,1,1,0,0,0,0,team2,none,none
122,6,42,0,-1,0,0,0,0,team2,none,none
123,44,45,1,-2,0,0,0,0,team2,none,none
124,47,48,0,1,0,0,0,0,team1,none,none
125,42,43,1,-1,0,0,0,0,team2,none,none
126,44,46,1,-2,0,0,0,0,team2,none,none
127,50,51,1,2,0,0,0,0,team1,none,none
128,45,46,0,-1,0,0,0,0,team2,none,none
129,48,49,0,0,0,0,0,0,team1,none,none
130,50,52,1,-1,0,0,0,0,team1,none,none
131,6,43,0,1,0,0,0,0,team2,none,none
132,47,49,1,4,0,0,0,0,team1,none,none
133,51,52,1,0,0,0,0,0,none,none,none
134,47,49,1,0,0,0,0,0,team1,none,none
135,7,48,1,2,0,0,0,0,team1,none,none
136,7,47,1,1,0,0,0,0,team1,none,none
137,7,49,1,-3,0,0,0,0,team2,none,none
138,51,52,1,3,0,0,0,0,team1,none,none
139,40,50,0,1,0,0,0,0,team1,none,none
140,40,51,0,1,0,0,0,0,team1,none,none
141,40,52,0,0,0,0,0,0,team1,none,none
142,50,51,0,-1,0,0,0,0,team2,none,none
143,42,43,1,-1,0,0,0,0,team2,none,none
144,6,33,1,1,0,0,0,0,team1,none,none
145,6,42,1,-2,0,0,0,0,team2,none,none
146,33,43,0,1,0,0,0,0,team1,none,none
147,33,42,0,-2,0,0,0,0,team2,none,none
148,6,43,1,4,0,0,0,0,team1,none,none
149,44,45,1,0,0,0,0,0,team2,none,none
150,45,46,0,-1,0,0,0,0,team1,none,none
151,37,44,1,1,0,0,0,0,team2,none,none
152,37,45,1,1,0,0,0,0,team1,none,none
153,44,46,1,2,0,0,0,0,team1,none,none
154,48,49,1,2,0,0,0,0,team2,none,none
155,33,43,0,-1,0,0,0,0,team1,none,none
156,37,46,0,-1,0,0,0,0,team2,none,none
157,7,49,1,1,0,0,0,0,team1,none,none
158,6,33,1,-2,0,0,0,0,team1,none,none
159,37,45,1,0,0,0,0,0,none,none,none
160,40,52,0,-1,0,0,0,0,team2,none,none
161,37,44,1,3,0,0,0,0,team1,none,none
162,7,47,0,1,0,0,0,0,team2,none,none
163,40,51,0,2,0,0,0,0,team1,none,none
164,33,42,0,-3,0,0,0,0,team2,none,none
165,7,48,0,-2,0,0,0,0,team2,none,none
166,40,50,0,0,0,0,0,0,team2,none,none
167,34,35,1,4,0,0,0,0,team1,none,none
168,33,34,1,3,0,0,0,0,team1,none,none
169,38,41,1,1,0,0,0,0,team1,none,none
170,44,51,1,0,0,0,0,0,none,none,none
171,44,51,1,-2,0,0,0,0,team2,none,none
172,44,51,0,0,0,0,0,0,team2,none,none
173,44,51,1,0,0,0,0,0,team1,none,none
174,6,47,0,0,0,0,0,0,team1,none,none
175,6,47,0,-2,0,0,0,0,team1,none,none
176,6,47,1,0,0,0,0,0,team2,none,none
177,6,47,0,-1,0,0,0,0,team2,none,none
178,7,42,0,0,0,0,0,0,team2,none,none
179,7,42,0,-1,0,0,0,0,team2,none,none
180,7,42,1,1,0,0,0,0,team2,none,none
181,7,42,0,0,0,0,0,0,team2,none,none
182,37,50,0,1,0,0,0,0,team2,none,none
183,37,50,1,-1,0,0,0,0,team2,none,none
184,37,50,0,-3,0,0,0,0,team2,none,none
185,37,50,0,-5,0,0,0,0,team2,none,none
186,44,47,0,2,0,0,0,0,team1,none,none
187,44,47,1,-4,0,0,0,0,team2,none,none
188,44,47,0,0,0,0,0,0,none,none,none
189,44,47,0,-3,0,0,0,0,team2,none,none
190,42,50,0,2,0,0,0,0,team2,none,none
191,42,50,1,0,0,0,0,0,team2,none,none
192,42,50,0,-1,0,0,0,0,team1,none,none
193,42,50,0,1,0,0,0,0,team2,none,none
194,47,50,1,1,0,0,0,0,team1,none,none
195,47,50,1,2,0,0,0,0,team1,none,none
196,47,50,1,0,0,0,1,0,none,none,none
197,7,47,0,0,0,0,0,0,team1,none,none
198,50,51,0,-4,0,0,0,0,team2,none,none
199,3,53,0,-2,0,0,0,0,team2,none,none
200,47,55,1,4,0,0,0,0,team1,none,none
201,3,58,0,-3,0,0,0,0,team2,none,none
202,53,55,0,0,0,0,0,0,team2,none,none
203,47,58,0,0,0,0,0,0,team2,none,none
204,3,55,0,-4,0,0,0,0,team2,none,none
205,53,58,0,2,0,1,0,0,team1,none,team1
206,3,47,1,2,0,-1,0,0,team1,none,team2
207,55,58,1,3,0,0,0,0,team1,none,none
208,47,53,1,-2,0,0,0,0,team1,none,none
209,59,60,1,1,0,0,0,0,team1,none,none
210,61,62,0,0,0,1,0,0,team2,none,team1
211,60,66,0,-2,0,0,0,0,team2,none,none
212,59,61,1,1,0,-1,0,0,team2,none,team2
213,62,66,1,5,0,0,0,0,team1,none,none
214,60,61,0,-1,0,0,0,0,team2,none,none
215,59,66,0,1,0,0,0,0,team1,none,none
216,60,62,0,-5,0,0,0,0,team2,none,none
217,61,66,1,1,0,-1,0,0,team2,none,team2
218,59,62,1,-1,0,0,0,0,team1,none,none
219,10,54,0,-1,0,0,-1,0,team2,none,none
220,43,56,0,1,0,1,-1,0,team1,none,team1
221,10,57,0,-1,0,-1,0,0,team2,none,team2
222,54,56,1,-2,0,1,0,0,team1,none,team1
223,43,57,0,-2,0,1,0,0,team2,none,team1
224,10,56,0,-1,0,-1,0,0,team1,none,team2
225,54,57,0,2,0,1,0,0,team1,none,team1
226,10,43,0,-3,0,0,0,0,team1,none,none
227,56,57,0,-1,0,0,0,0,team1,none,none
228,43,54,1,1,0,-1,0,0,team1,none,team2
229,25,44,0,4,0,-1,0,0,team1,none,team2
230,63,64,0,-2,0,-1,0,0,team2,none,team2
231,25,65,0,-3,0,1,0,0,team2,none,team1
232,44,63,0,-1,0,-1,0,0,team2,none,team2
233,64,65,1,1,0,0,0,0,team1,none,none
234,25,63,0,-4,0,-1,0,0,team2,none,team2
235,44,65,0,0,0,0,0,0,team1,none,none
236,25,64,1,0,0,0,0,0,team1,none,none
237,63,65,1,2,0,-1,0,0,team1,none,team2
238,44,64,1,-2,0,0,0,0,team2,none,none
239,55,62,0,-5,0,0,0,0,team2,none,none
240,55,62,1,5,0,-1,-1,0,team1,none,team2
241,55,62,0,-3,0,-1,0,0,team2,none,team2
242,55,62,1,3,0,0,0,0,team2,none,none
243,55,62,1,1,0,0,0,0,team2,none,none
244,58,59,1,2,0,1,1,0,team1,none,team1
245,58,59,1,5,0,0,0,0,team1,none,none
246,58,59,0,-4,0,-1,0,0,team2,none,team2
247,58,59,0,2,0,-1,0,0,team2,none,team2
248,58,59,0,-3,0,-1,0,0,team2,none,team2
249,57,64,1,2,0,0,0,0,team1,none,none
250,57,64,0,-3,0,0,0,0,team2,none,none
251,57,64,1,3,0,0,0,0,team1,none,none
252,57,64,1,-1,0,-1,0,0,team2,none,team2
253,43,63,1,2,0,0,0,0,team2,none,none
254,43,63,1,-1,0,-1,0,0,team2,none,team2
255,43,63,1,1,0,1,0,0,team2,none,team1
256,55,59,0,-2,0,0,0,0,team2,none,none
257,55,59,0,1,0,0,0,0,team2,none,none
258,55,59,1,0,0,0,0,0,team1,none,none
259,55,59,1,-1,0,0,0,0,team1,none,none
260,55,59,0,-3,0,0,0,0,team2,none,none
261,43,57,1,1,0,1,0,0,none,none,team1
262,43,57,1,-2,0,0,0,0,team2,none,none
263,43,57,1,1,0,0,0,0,team1,none,none
264,43,59,0,0,0,-1,0,0,team2,none,team2
265,43,59,1,2,0,0,0,0,team1,none,none
266,43,59,1,4,0,0,0,0,team1,none,none
267,43,59,1,3,0,1,0,0,team1,none,team1
268,55,57,0,-1,0,1,0,0,team2,none,team1
269,55,57,0,0,0,-1,0,0,none,none,team2
270,55,57,0,-9,0,-1,0,0,team2,none,team2
271,67,68,0,-2,0,1,0,0,team1,none,team1
272,69,70,1,2,0,-1,0,0,team2,none,team2
273,69,70,0,2,0,-1,0,0,team2,none,team2
274,69,70,1,0,0,0,0,0,none,none,none
275,71,72,0,1,0,0,0,0,team1,none,none
276,71,72,0,-3,0,-1,0,0,team2,none,team2
277,75,76,1,3,0,0,0,0,team1,none,none
278,75,76,1,3,0,0,0,0,team1,none,none
279,77,78,0,-5,0,-1,0,0,team2,none,team2
280,77,78,0,-2,0,0,0,0,team1,none,none
281,79,80,0,0,0,0,0,0,none,none,none
282,79,80,0,-4,0,0,0,0,team2,none,none
283,81,82,1,0,0,0,0,0,none,none,none
284,81,82,1,1,0,1,0,0,team1,none,team1
285,68,69,1,-1,0,0,0,0,team1,none,none
286,68,69,1,-2,0,0,0,0,team2,none,none
287,72,74,1,0,0,0,0,0,team2,none,none
288,72,74,0,0,0,1,0,0,team2,none,team1
289,72,74,0,0,0,1,0,0,team1,none,team1
290,75,78,1,0,0,0,0,0,team1,none,none
291,75,78,1,5,0,0,0,0,team1,none,none
292,80,81,1,-1,0,0,0,0,team1,none,none
293,80,81,1,-1,0,1,0,0,team1,none,team1
294,51,83,0,2,0,0,0,0,team1,none,none
295,51,83,0,-3,0,0,0,0,team2,none,none
296,68,74,1,4,0,0,0,0,team1,none,none
297,68,74,0,-2,0,1,0,0,team1,none,team1
298,68,74,1,1,0,0,0,0,team1,none,none
299,75,84,0,-1,0,1,1,0,team2,none,team1
300,75,84,1,2,0,0,0,0,team1,none,none
301,75,84,0,0,0,0,0,0,none,none,none
302,37,80,0,-2,0,0,0,0,team2,none,none
303,37,80,0,1,0,1,0,0,team1,none,team1
304,83,84,1,0,0,0,0,0,none,none,none
305,83,84,1,3,0,0,0,0,team1,none,none
306,83,84,0,0,0,-1,0,0,none,none,team2
307,83,84,1,2,0,0,0,0,team1,none,none
308,68,80,1,3,0,0,0,0,team1,none,none
309,68,80,1,0,0,0,0,0,team1,none,none
310,68,80,1,3,0,0,0,0,team1,none,none
311,68,83,1,5,0,0,0,0,team1,none,none
312,68,83,1,0,0,0,0,0,none,none,none
313,68,83,1,-1,0,0,0,0,team1,none,none
314,73,74,0,1,0,1,0,0,team1,none,team1
315,73,74,0,-6,0,-1,0,0,team2,none,team2
316,44,47,1,-2,0,0,0,0,team2,none,none
317,44,47,0,-2,0,0,0,0,team2,none,none
318,44,47,1,-1,0,0,0,0,team2,none,none
319,54,61,0,-1,0,0,0,0,team2,none,none
320,54,61,1,1,0,-1,-2,0,none,none,team2
321,54,61,1,-3,0,1,0,0,team2,none,team1
322,63,85,0,0,0,-1,0,0,team1,none,team2
323,63,85,0,-3,0,0,0,0,team2,none,none
324,56,57,0,-1,0,0,0,0,team1,none,none
325,56,57,0,1,0,1,0,0,team1,none,team1
326,55,64,0,-4,0,0,0,0,team2,none,none
327,55,64,1,0,0,1,0,0,none,none,team1
328,55,64,0,-5,0,0,0,0,team2,none,none
329,44,65,1,0,0,0,0,0,team2,none,none
330,44,65,1,0,0,1,0,0,none,none,team1
331,59,66,1,4,0,0,0,0,team1,none,none
332,59,66,1,5,0,-1,0,0,team1,none,team2
333,53,63,0,-2,0,-1,0,0,team2,none,team2
334,47,85,0,1,0,0,0,0,team2,none,none
335,47,85,1,0,0,1,0,0,team2,none,team1
336,47,85,0,-2,0,1,-2,0,none,none,team1
337,54,62,0,-1,0,1,0,0,team2,none,team1
338,54,62,0,-1,0,-1,0,0,team1,none,team2
339,57,58,1,1,0,1,0,0,team2,none,team1
340,57,58,1,2,0,-1,0,0,none,none,team2
341,43,64,1,0,0,-1,0,0,none,none,team2
342,43,64,0,-1,0,0,0,0,team2,none,none
343,43,64,0,2,0,0,0,0,team2,none,none
344,55,65,0,-1,0,0,0,0,team2,none,none
345,55,65,1,1,0,1,0,0,team1,none,team1
346,55,65,1,-2,0,1,0,0,team1,none,team1
347,59,62,1,1,0,-1,-1,0,team1,none,team2
348,59,62,0,2,0,-1,0,0,team1,none,team2
349,59,62,0,-1,0,0,0,0,team2,none,none
350,43,58,1,7,0,-1,0,0,none,none,team2
351,43,58,1,1,0,-1,0,0,team1,none,team2
352,44,56,1,-3,0,0,0,0,team2,none,none
353,44,56,1,3,0,1,0,0,team1,none,team1
354,63,65,0,-1,0,0,0,0,team2,none,none
355,63,65,0,-2,0,-1,0,0,team2,none,team2
356,57,66,1,-2,0,-1,0,0,team2,none,team2
357,57,66,1,0,0,0,0,0,team2,none,none
358,55,61,1,3,0,-1,0,0,team1,none,team2
359,55,61,1,3,0,1,0,0,team1,none,team1
360,64,85,1,1,0,0,0,0,team1,none,none
361,64,85,0,2,0,0,0,0,team1,none,none
362,64,85,0,-3,0,0,0,0,team2,none,none
363,44,58,1,2,0,1,0,0,team1,none,team1
364,44,58,0,-4,0,-1,0,0,team2,none,team2
365,44,58,1,-1,0,0,0,0,team1,none,none
366,43,59,0,-3,0,-1,0,0,team2,none,team2
367,43,59,1,1,0,1,0,0,team1,none,team1
368,43,59,1,-3,0,0,0,0,team2,none,none
369,47,54,1,-1,0,1,0,0,team2,none,team1
370,47,54,1,2,0,-1,-1,0,none,none,team2
371,53,62,0,-4,0,1,0,0,team1,none,team1
372,53,62,1,-3,0,-1,0,0,team2,none,team2
373,53,62,0,0,0,-1,0,0,team2,none,team2
374,56,63,1,4,0,1,0,0,team1,none,team1
375,56,63,1,6,0,1,2,0,team1,none,team1
376,43,55,0,1,0,0,0,0,team1,none,none
377,43,55,0,-2,0,0,0,0,team2,none,none
378,65,85,0,-4,0,1,0,0,team2,none,team1
379,65,85,0,-1,0,-1,0,0,team1,none,team2
380,59,61,0,0,0,1,0,0,team1,none,team1
381,59,61,1,0,0,0,0,0,none,none,none
382,59,61,1,1,0,-1,-1,0,team1,none,team2
383,55,62,1,-3,0,0,0,0,team1,none,none
384,55,62,0,1,0,-1,0,0,team1,none,team2
385,55,62,0,-2,0,0,0,0,team2,none,none
386,54,66,1,1,0,1,0,0,team1,none,team1
387,54,66,0,-2,0,0,0,0,team2,none,none
388,54,66,1,-1,0,1,0,0,team2,none,team1
389,58,63,0,1,0,-1,0,0,team1,none,team2
390,58,63,1,3,0,1,0,0,team1,none,team1
391,58,63,1,1,0,1,0,0,team1,none,team1
392,53,85,0,0,0,0,0,0,team1,none,none
393,53,85,1,4,0,0,0,0,team1,none,none
394,53,85,0,1,0,1,0,0,team2,none,team1
395,43,56,1,-1,0,1,0,0,team2,none,team1
396,43,56,0,1,0,-1,0,0,team1,none,team2
397,43,56,1,4,0,-1,0,0,team1,none,team2
398,62,64,0,-1,0,1,1,0,team2,none,team1
399,62,64,0,0,0,1,0,0,team2,none,team1
400,44,61,1,1,0,1,0,0,team1,none,team1
401,44,61,0,-4,0,1,0,0,team2,none,team1
402,44,61,1,-1,0,-1,0,0,team2,none,team2
403,47,57,1,2,0,-1,0,0,team2,none,team2
404,47,57,0,0,0,0,0,0,team2,none,none
405,47,57,1,0,0,-1,0,0,team2,none,team2
406,53,58,0,-1,0,-1,0,0,team2,none,team2
407,53,58,1,1,0,1,0,0,team1,none,team1
408,53,58,0,-4,0,-1,0,0,team2,none,team2
409,59,64,0,1,0,0,0,0,team1,none,none
410,59,64,1,-1,0,0,0,0,team2,none,none
411,59,64,1,-1,0,0,0,0,team1,none,none
412,62,65,1,-1,0,0,0,0,team2,none,none
413,62,65,1,0,0,0,0,0,team2,none,none
414,66,85,0,-2,0,1,0,0,team2,none,team1
415,66,85,0,0,0,-1,0,0,team1,none,team2
416,47,56,0,-1,0,-1,0,0,team2,none,team2
417,47,56,1,1,0,-1,0,0,team1,none,team2
418,47,56,1,3,0,1,0,0,team1,none,team1
419,57,61,1,1,0,-1,0,0,team2,none,team2
420,57,61,1,2,0,-1,-1,0,team1,none,team2
421,43,85,1,4,0,1,0,0,none,none,team1
422,43,85,1,2,0,1,1,0,team1,none,team1
423,54,64,0,-2,0,1,0,0,team2,none,team1
424,54,64,1,-1,0,1,0,0,team1,none,team1
425,54,64,1,0,0,0,0,0,none,none,none
426,58,66,1,3,0,0,0,0,team1,none,none
427,58,66,1,0,0,1,0,0,team2,none,team1
428,55,59,0,0,0,1,0,0,team2,none,team1
429,55,59,1,1,0,0,0,0,team1,none,none
430,55,59,0,-2,0,-1,0,0,team2,none,team2
431,61,65,0,-3,0,0,0,0,team2,none,none
432,61,65,0,-3,0,-1,0,0,team2,none,team2
433,53,54,1,0,0,1,0,0,none,none,team1
434,53,54,0,3,0,-1,0,0,team2,none,team2
435,53,54,1,1,0,1,1,0,team2,none,team1
436,62,63,1,-2,0,-1,0,0,team2,none,team2
437,62,63,0,0,0,1,0,0,team1,none,team1
438,62,63,1,1,0,1,0,0,team1,none,team1
439,57,64,1,0,0,0,0,0,none,none,none
440,57,64,1,-1,0,0,0,0,team2,none,none
441,56,58,1,0,0,-1,0,0,team2,none,team2
442,56,58,0,-7,0,-1,0,0,team2,none,team2
443,56,58,0,-1,0,-1,0,0,team2,none,team2
444,44,59,1,0,0,-1,0,0,team1,none,team2
445,44,59,1,-5,0,-1,0,0,team2,none,team2
446,47,65,1,-2,0,0,0,0,team2,none,none
447,47,65,1,0,0,0,0,0,team1,none,none
448,61,62,1,2,0,-1,-1,0,team1,none,team2
449,61,62,1,-1,0,1,0,0,team1,none,team1
450,44,55,1,-1,0,1,0,0,team2,none,team1
451,44,55,1,-1,0,0,0,0,team1,none,none
452,43,63,1,4,0,-1,0,0,team1,none,team2
453,43,63,0,3,0,-1,0,0,team2,none,team2
454,43,63,0,0,0,-1,0,0,team2,none,team2
455,53,56,0,0,0,-1,0,0,team1,none,team2
456,53,56,0,1,0,1,1,0,team1,none,team1
457,54,57,0,-4,0,-1,-1,0,team2,none,team2
458,54,57,0,-1,0,-1,-1,0,team2,none,team2
459,44,63,1,0,0,-1,0,0,team2,none,team2
460,44,63,0,-4,0,0,0,0,team2,none,none
461,44,63,1,0,0,0,0,0,team1,none,none
462,65,66,1,0,0,1,0,0,team2,none,team1
463,65,66,1,3,0,-1,-1,0,team1,none,team2
464,59,85,1,0,0,1,0,0,team2,none,team1
465,59,85,1,3,0,1,0,0,team1,none,team1
466,55,58,0,-7,0,-1,0,0,team2,none,team2
467,55,58,0,-3,0,-1,0,0,team2,none,team2
468,47,66,1,5,0,1,1,0,team1,none,team1
469,47,66,1,-2,0,-1,0,0,team1,none,team2
470,43,62,1,2,0,1,0,0,team2,none,team1
471,43,62,1,1,0,0,0,0,team1,none,none
472,61,85,0,1,0,-1,0,0,team2,none,team2
473,61,85,0,0,0,-1,-1,0,team1,none,team2
474,53,64,1,4,0,1,0,0,team1,none,team1
475,53,64,1,4,0,1,0,0,team1,none,team1
476,54,63,1,-1,0,-1,0,0,team2,none,team2
477,54,63,1,4,0,1,0,0,team1,none,team1
478,44,57,0,-3,0,1,0,0,team2,none,team1
479,58,65,1,1,0,1,0,0,team1,none,team1
480,58,65,1,4,0,1,0,0,team1,none,team1
481,53,61,0,1,0,1,0,0,team2,none,team1
482,53,61,1,-1,0,1,1,0,team2,none,team1
483,53,61,1,2,0,1,0,0,team1,none,team1
484,62,85,1,4,0,1,0,0,team1,none,team1
485,62,85,1,4,0,1,0,0,team1,none,team1
486,56,64,0,-2,0,1,0,0,team2,none,team1
487,56,64,1,0,0,1,0,0,none,none,team1
488,56,64,1,1,0,1,0,0,team1,none,team1
489,63,66,1,-2,0,-1,0,0,none,none,team2
490,63,66,1,-2,0,-1,0,0,team2,none,team2
491,47,58,1,2,0,0,0,0,team2,none,none
492,47,58,1,2,0,-1,0,0,team1,none,team2
493,56,65,1,2,0,1,0,0,team1,none,team1
494,56,65,1,-1,0,1,0,0,team2,none,team1
495,43,54,1,0,0,-1,0,0,none,none,team2
496,43,54,1,2,0,1,0,0,team1,none,team1
497,55,57,1,0,0,1,0,0,none,none,team1
498,55,57,0,-3,0,1,0,0,team2,none,team1
499,55,57,0,1,0,0,0,0,team1,none,none
500,44,62,1,0,0,1,0,0,team2,none,team1
501,44,62,1,2,0,1,1,0,team1,none,team1
502,53,59,1,0,0,1,0,0,none,none,team1
503,53,59,1,-2,0,0,0,0,team2,none,none
504,43,47,0,-5,0,0,0,0,team2,none,none
505,43,47,0,-1,0,1,0,0,team2,none,team1
506,44,85,0,-2,0,0,0,0,team2,none,none
507,44,85,0,-10,0,0,0,0,team2,none,none
508,54,58,1,-1,0,1,0,0,team1,none,team1
509,54,58,0,-1,0,-1,0,0,team2,none,team2
510,54,58,1,4,0,1,0,0,team1,none,team1
511,61,66,1,6,0,-1,0,0,team1,none,team2
512,61,66,1,3,0,1,1,0,team2,none,team1
513,59,65,1,3,0,1,0,0,team1,none,team1
514,59,65,1,1,0,-1,0,0,team1,none,team2
515,55,63,1,-1,0,-1,0,0,team2,none,team2
516,55,63,0,-4,0,0,0,0,team2,none,none
517,55,63,0,-2,0,0,0,0,team2,none,none
518,57,62,0,0,0,-1,0,0,team1,none,team2
519,57,62,0,0,0,1,1,0,team1,none,team1
520,58,64,1,5,0,1,0,0,team1,none,team1
521,58,64,0,-1,0,1,0,0,team2,none,team1
522,58,64,0,-1,0,1,0,0,team2,none,team1
523,54,56,1,2,0,-1,0,0,team1,none,team2
524,54,56,0,-1,0,-1,0,0,team2,none,team2
525,54,56,0,2,0,1,0,0,team1,none,team1
526,59,63,0,-2,0,-1,0,0,team2,none,team2
527,59,63,1,3,0,0,0,0,team1,none,none
528,59,63,0,1,0,-1,-1,0,team2,none,team2
529,47,53,1,1,0,1,0,0,team2,none,team1
530,47,53,1,3,0,0,0,0,team1,none,none
531,56,66,1,0,0,-1,0,0,team1,none,team2
532,56,66,1,-1,0,1,0,0,team2,none,team1
533,43,57,1,-1,0,-1,0,0,team2,none,team2
534,43,57,1,5,0,1,0,0,team1,none,team1
535,47,64,0,0,0,1,0,0,team2,none,team1
536,47,64,1,3,0,1,1,0,team1,none,team1
